Product_ID,Product_Name,Category,Sub_Category,Price,Supplier
PROD00881,Godrej Biography,Books,Biography,698,Croma
PROD00882,Bajaj Perfume,Beauty,Perfume,1450,Vijay Sales
PROD00883,Puma Laptop,Electronics,Laptop,39394,DMart
PROD00884,Mi Cricket Bat,Sports,Cricket Bat,17035,Amazon Seller
PROD00885,Reliance Smart Watch,Electronics,Smart Watch,103354,BigBasket
PROD00886,OnePlus Spices,Grocery,Spices,249,Godrej Consumer
PROD00887,Tata Mobile,Electronics,Mobile,17644,Flipkart Seller
PROD00888,Aashirvaad Lipstick,Beauty,Lipstick,1112,ITC Limited
PROD00889,LG Sofa,Home & Kitchen,Sofa,13967,Reliance Retail
PROD00890,Samsung Sofa,Home & Kitchen,Sofa,43916,ITC Limited
PROD00891,OnePlus LED Lamp,Home & Kitchen,LED Lamp,46422,Amazon Seller
PROD00892,Lenovo Face Wash,Beauty,Face Wash,1064,BigBasket
PROD00893,HP Mobile,Electronics,Mobile,57074,Godrej Consumer
PROD00894,Lenovo Jeans,Fashion,Jeans,1952,Croma
PROD00895,Adidas Badminton Racket,Sports,Badminton Racket,5755,Reliance Retail
PROD00896,Bajaj Children Book,Books,Children Book,2118,Croma
PROD00897,Tata Men T-Shirt,Fashion,Men T-Shirt,5802,Flipkart Seller
PROD00898,HP Television,Electronics,Television,44097,Flipkart Seller
PROD00899,Prestige Spices,Grocery,Spices,464,BigBasket
PROD00900,Dell Football,Sports,Football,10200,BigBasket
PROD00901,Samsung Face Wash,Beauty,Face Wash,1531,Reliance Retail
PROD00902,Amul Tea Powder,Grocery,Tea Powder,2822,Croma
PROD00903,Samsung Face Wash,Beauty,Face Wash,475,Reliance Retail
PROD00904,Sony Cooking Oil,Grocery,Cooking Oil,1396,Croma
PROD00905,Prestige Perfume,Beauty,Perfume,3152,Croma
PROD00906,Aashirvaad Men T-Shirt,Fashion,Men T-Shirt,3578,Tata Consumer
PROD00907,HP Sofa,Home & Kitchen,Sofa,28139,Amazon Seller
PROD00908,Reliance Laptop,Electronics,Laptop,46784,Flipkart Seller
PROD00909,Mi Lipstick,Beauty,Lipstick,3689,Amazon Seller
PROD00910,Amul Children Book,Books,Children Book,268,Amazon Seller
PROD00911,Samsung Lipstick,Beauty,Lipstick,3469,Tata Consumer
PROD00912,Nike Mobile,Electronics,Mobile,87375,Reliance Retail
PROD00913,,Sports,Football,17509,ITC Limited
PROD00914,Godrej Cricket Bat,Sports,Cricket Bat,22183,DMart
PROD00915,Aashirvaad Perfume,Beauty,Perfume,1317,ITC Limited
PROD00916,Tata Academic Book,Books,Academic Book,792,ITC Limited
PROD00917,HP Biscuits,Grocery,Biscuits,727,Flipkart Seller
PROD00918,Boat Biscuits,Grocery,Biscuits,1036,Croma
PROD00919,Lenovo Mixer Grinder,Home & Kitchen,Mixer Grinder,15095,ITC Limited
PROD00920,Aashirvaad Badminton Racket,Sports,Badminton Racket,27274,DMart
PROD00921,Dell Headphones,Electronics,Headphones,122466,Flipkart Seller
PROD00922,Dell Biscuits,Grocery,Biscuits,1344,Flipkart Seller
PROD00923,Samsung Face Wash,Beauty,Face Wash,3404,Vijay Sales
PROD00924,Apple Television,Electronics,Television,5044,Flipkart Seller
PROD00925,OnePlus Spices,Grocery,Spices,2661,BigBasket
PROD00926,Dell Novel,Books,Novel,1546,Croma
PROD00927,Puma Rice,Grocery,Rice,1911,Croma
PROD00928,Amul Children Book,Books,Children Book,2003,Flipkart Seller
PROD00929,Tata Laptop,Electronics,Laptop,94484,Croma
PROD00930,Apple Tea Powder,Grocery,Tea Powder,2188,Croma
PROD01324,Adidas Mixer Grinder,Home & Kitchen,Mixer Grinder,20179,ITC Limited
PROD00932,Godrej Shampoo,Beauty,Shampoo,976,BigBasket
PROD00933,Bajaj Novel,Books,Novel,644,Vijay Sales
PROD00934,Bajaj Shoes,Fashion,Shoes,6171,Croma
PROD00935,Reliance Headphones,Electronics,Headphones,37301,Tata Consumer
PROD00936,HP Shampoo,Beauty,Shampoo,135,ITC Limited
PROD00937,Apple Cricket Bat,Sports,Cricket Bat,14682,Godrej Consumer
PROD00938,Mi Shampoo,Beauty,Shampoo,1522,Amazon Seller
PROD00939,OnePlus Headphones,Electronics,Headphones,89369,ITC Limited
PROD00940,OnePlus Lipstick,Beauty,Lipstick,2133,BigBasket
PROD00941,Adidas Perfume,Beauty,Perfume,3809,Amazon Seller
PROD00942,OnePlus Shoes,Fashion,Shoes,6034,ITC Limited
PROD00943,Boat LED Lamp,Home & Kitchen,LED Lamp,47153,ITC Limited
PROD00944,Bajaj Football,Sports,Football,7371,Godrej Consumer
PROD00945,Amul Dumbbell,Sports,Dumbbell,22532,Amazon Seller
PROD00946,Lenovo Football,Sports,Football,18276,Croma
PROD00947,Amul Cricket Bat,Sports,Cricket Bat,18924,Tata Consumer
PROD00948,Apple Children Book,Books,Children Book,1321,Vijay Sales
PROD00949,Lenovo Rice,Grocery,Rice,486,Reliance Retail
PROD00950,Reliance Shampoo,Beauty,Shampoo,563,DMart
PROD00951,Adidas Pressure Cooker,Home & Kitchen,Pressure Cooker,45286,BigBasket
PROD00952,Adidas Men T-Shirt,Fashion,Men T-Shirt,1971,ITC Limited
PROD00953,Dell Smart Watch,Electronics,Smart Watch,31864,Godrej Consumer
PROD00954,Puma Spices,Grocery,Spices,2700,ITC Limited
PROD00955,Lenovo Shampoo,Beauty,Shampoo,2456,Reliance Retail
PROD05235,Nike Television,Electronics,Television,46036,BigBasket
PROD00957,Nike Mobile,Electronics,Mobile,58238,Godrej Consumer
PROD00958,Puma Biscuits,Grocery,Biscuits,2645,Croma
PROD00959,Apple Spices,Grocery,Spices,2521,DMart
PROD00960,Adidas Cooking Oil,Grocery,Cooking Oil,1888,Amazon Seller
PROD00961,Sony Cricket Bat,Sports,Cricket Bat,6194,ITC Limited
PROD00962,Reliance Headphones,Electronics,Headphones,117330,BigBasket
PROD00963,LG Biography,Books,Biography,809,Godrej Consumer
PROD00964,Tata Tea Powder,Grocery,Tea Powder,1403,Tata Consumer
PROD00965,Reliance Football,Sports,Football,5536,Croma
PROD00966,OnePlus Academic Book,Books,Academic Book,1383,Tata Consumer
PROD00967,Apple Spices,Grocery,Spices,1516,Flipkart Seller
PROD00968,Lenovo Tea Powder,Grocery,Tea Powder,950,Amazon Seller
PROD00969,Lenovo Academic Book,Books,Academic Book,802,Vijay Sales
PROD00970,Prestige Children Book,Books,Children Book,1581,DMart
PROD00971,Boat Jeans,Fashion,Jeans,3255,BigBasket
PROD00972,Lenovo Handbag,Fashion,Handbag,4190,ITC Limited
PROD00973,Samsung Rice,Grocery,Rice,2789,Croma
PROD00974,OnePlus Shampoo,Beauty,Shampoo,2097,Reliance Retail
PROD00975,Aashirvaad Dumbbell,Sports,Dumbbell,26590,Flipkart Seller
PROD00976,Apple Perfume,Beauty,Perfume,2416,Reliance Retail
PROD00977,Lenovo Biography,Books,Biography,2233,Tata Consumer
PROD00978,Adidas Face Wash,Beauty,Face Wash,1677,Croma
PROD00979,Samsung Academic Book,Books,Academic Book,835,ITC Limited
PROD00980,Prestige Academic Book,Books,Academic Book,1013,DMart
PROD00981,Samsung Biscuits,Grocery,Biscuits,892,ITC Limited
PROD00982,Prestige Biscuits,Grocery,Biscuits,2860,Amazon Seller
PROD00983,Boat Headphones,Electronics,Headphones,14931,Flipkart Seller
PROD00984,Sony Mobile,Electronics,Mobile,71036,ITC Limited
PROD00985,Puma Television,Electronics,Television,72803,Vijay Sales
PROD00986,Aashirvaad Lipstick,Beauty,Lipstick,3647,Croma
PROD00987,Samsung Headphones,Electronics,Headphones,145203,Reliance Retail
PROD00988,Mi Cricket Bat,Sports,Cricket Bat,1991,Flipkart Seller
PROD00989,Samsung LED Lamp,Home & Kitchen,LED Lamp,19494,BigBasket
PROD00990,Adidas Academic Book,Books,Academic Book,1942,Vijay Sales
PROD00991,HP Face Wash,Beauty,Face Wash,1380,ITC Limited
PROD00992,Aashirvaad Women Dress,Fashion,Women Dress,6827,ITC Limited
PROD00993,Adidas Pressure Cooker,Home & Kitchen,Pressure Cooker,44886,Croma
PROD00994,Apple Television,Electronics,Television,42060,Flipkart Seller
PROD00995,Mi Mobile,Electronics,Mobile,108306,ITC Limited
PROD00996,Adidas Academic Book,Books,Academic Book,1010,Croma
PROD00997,Lenovo Shoes,Fashion,Shoes,1466,Amazon Seller
PROD00998,OnePlus Women Dress,Fashion,Women Dress,7138,BigBasket
PROD00999,Sony Men T-Shirt,Fashion,Men T-Shirt,5796,Godrej Consumer
PROD01000,Apple Rice,Grocery,Rice,1939,ITC Limited
PROD01001,Prestige Smart Watch,Electronics,Smart Watch,70716,Flipkart Seller
PROD01002,HP Handbag,Fashion,Handbag,3010,Croma
PROD01003,Samsung Women Dress,Fashion,Women Dress,2635,Godrej Consumer
PROD01004,Boat Laptop,Electronics,Laptop,132365,Tata Consumer
PROD01005,Adidas LED Lamp,Home & Kitchen,LED Lamp,45946,Godrej Consumer
PROD01006,Mi Handbag,Fashion,Handbag,3285,Croma
PROD01007,Tata Shampoo,Beauty,Shampoo,2665,DMart
PROD01008,Godrej Cooking Oil,Grocery,Cooking Oil,1183,Croma
PROD01009,HP Jeans,Fashion,Jeans,4091,Tata Consumer
PROD01010,HP Dining Table,Home & Kitchen,Dining Table,36654,Flipkart Seller
PROD01011,Prestige Handbag,Fashion,Handbag,7195,BigBasket
PROD01012,Apple Cooking Oil,Grocery,Cooking Oil,854,BigBasket
PROD01013,Prestige Cricket Bat,Sports,Cricket Bat,29732,Reliance Retail
PROD01014,Tata Spices,Grocery,Spices,2433,Godrej Consumer
PROD01015,Reliance Shampoo,Beauty,Shampoo,4618,BigBasket
PROD01016,LG Children Book,Books,Children Book,1648,Vijay Sales
PROD01017,Adidas Handbag,Fashion,,1396,Tata Consumer
PROD01018,Aashirvaad Academic Book,Books,Academic Book,1640,ITC Limited
PROD01019,OnePlus Laptop,Electronics,Laptop,48474,ITC Limited
PROD01020,Sony Shoes,Fashion,Shoes,1767,Godrej Consumer
PROD01021,HP Novel,Books,Novel,1619,Reliance Retail
PROD01022,Puma Shoes,Fashion,Shoes,814,BigBasket
PROD01023,Reliance Pressure Cooker,Home & Kitchen,Pressure Cooker,44316,DMart
PROD01024,Aashirvaad Biography,Books,Biography,2073,Tata Consumer
PROD01025,Boat Mobile,Electronics,Mobile,32059,ITC Limited
PROD01026,Nike Dumbbell,Sports,Dumbbell,19460,ITC Limited
PROD01027,Aashirvaad Novel,Books,Novel,1700,Croma
PROD01028,Lenovo Academic Book,Books,Academic Book,1180,Vijay Sales
PROD01029,Aashirvaad Handbag,Fashion,Handbag,3190,Croma
PROD01030,OnePlus Lipstick,Beauty,Lipstick,154,ITC Limited
PROD01031,Sony Shoes,Fashion,Shoes,2184,Flipkart Seller
PROD01032,Bajaj Biography,Books,Biography,-3088,Amazon Seller
PROD01033,OnePlus Jeans,Fashion,Jeans,6176,Flipkart Seller
PROD01034,Godrej Football,Sports,Football,27080,Croma
PROD01035,HP Cricket Bat,Sports,Cricket Bat,22625,Tata Consumer
PROD01036,Mi Shampoo,Beauty,Shampoo,1420,Vijay Sales
PROD01037,Reliance Laptop,Electronics,Laptop,38524,Godrej Consumer
PROD01038,LG Novel,Books,Novel,2249,Reliance Retail
PROD01039,Reliance Novel,Books,Novel,831,BigBasket
PROD01040,Aashirvaad Handbag,Fashion,Handbag,5209,Godrej Consumer
PROD01041,Adidas Cricket Bat,Sports,Cricket Bat,3309,DMart
PROD01042,HP Lipstick,Beauty,Lipstick,1497,DMart
PROD01043,OnePlus Biscuits,Grocery,Biscuits,634,Godrej Consumer
PROD01044,OnePlus Cooking Oil,Grocery,Cooking Oil,2751,ITC Limited
PROD01045,Boat Pressure Cooker,Home & Kitchen,Pressure Cooker,30218,Godrej Consumer
PROD01046,Puma Academic Book,Books,Academic Book,1699,Vijay Sales
PROD01047,Tata Men T-Shirt,Fashion,Men T-Shirt,1957,ITC Limited
PROD01048,Godrej Spices,Grocery,Spices,662,Godrej Consumer
PROD01049,HP Laptop,Electronics,Laptop,15233,ITC Limited
PROD01050,Prestige Academic Book,Books,Academic Book,2125,Amazon Seller
PROD01051,Godrej Academic Book,Books,Academic Book,2288,Vijay Sales
PROD01052,Lenovo Mixer Grinder,Home & Kitchen,Mixer Grinder,28612,DMart
PROD01053,Aashirvaad Biscuits,,Biscuits,1485,Godrej Consumer
PROD01054,Samsung Spices,Grocery,Spices,1792,Amazon Seller
PROD01055,Puma Sofa,Home & Kitchen,Sofa,5993,BigBasket
PROD01056,Nike Children Book,Books,Children Book,924,Reliance Retail
PROD01057,Mi Cricket Bat,Sports,Cricket Bat,17622,Flipkart Seller
PROD01058,Aashirvaad Academic Book,Books,Academic Book,991,Croma
PROD01059,Samsung Perfume,Beauty,Perfume,1367,Vijay Sales
PROD01060,Nike Dumbbell,Sports,Dumbbell,28515,ITC Limited
PROD01061,OnePlus Perfume,Beauty,Perfume,2357,Vijay Sales
PROD01062,Godrej Cooking Oil,Grocery,Cooking Oil,2311,ITC Limited
PROD01063,Amul Shampoo,Beauty,Shampoo,4680,ITC Limited
PROD01064,Adidas Perfume,Beauty,Perfume,4832,Croma
PROD01065,LG Biscuits,Grocery,Biscuits,2750,Flipkart Seller
PROD01066,Dell Football,Sports,Football,26160,Amazon Seller
PROD01067,Lenovo Laptop,Electronics,Laptop,110004,Croma
PROD01068,OnePlus Spices,Grocery,Spices,2905,Reliance Retail
PROD01069,Tata Shoes,Fashion,Shoes,6889,Flipkart Seller
PROD01070,HP Cooking Oil,Grocery,Cooking Oil,2508,Vijay Sales
PROD01071,Nike Mobile,Electronics,Mobile,63135,Croma
PROD01072,Reliance Television,Electronics,Television,105748,Vijay Sales
PROD01073,OnePlus Biography,Books,Biography,385,Amazon Seller
PROD01074,Dell Badminton Racket,,Badminton Racket,850,DMart
PROD01075,Adidas Spices,Grocery,Spices,847,Reliance Retail
PROD01076,Lenovo Spices,Grocery,Spices,2162,DMart
PROD01077,Reliance Novel,Books,Novel,1623,DMart
PROD01078,Sony Cricket Bat,Sports,Cricket Bat,3345,BigBasket
PROD01079,Amul Biscuits,Grocery,Biscuits,2792,Vijay Sales
PROD01080,Lenovo Shampoo,Beauty,Shampoo,225,Flipkart Seller
PROD01081,Adidas Television,Electronics,Television,96251,Croma
PROD01082,Puma Tea Powder,Grocery,Tea Powder,2533,DMart
PROD01083,Mi Lipstick,Beauty,Lipstick,138,BigBasket
PROD01084,Lenovo Shoes,Fashion,Shoes,1172,ITC Limited
PROD01085,Adidas Television,Electronics,Television,94120,Flipkart Seller
PROD01086,Nike Spices,Grocery,Spices,2253,Godrej Consumer
PROD01087,Aashirvaad Sofa,Home & Kitchen,Sofa,37407,Tata Consumer
PROD01088,Boat Cooking Oil,Grocery,Cooking Oil,1929,Tata Consumer
PROD01089,HP Academic Book,Books,Academic Book,626,BigBasket
PROD01090,Puma Headphones,Electronics,Headphones,65274,Croma
PROD01091,Lenovo Perfume,Beauty,Perfume,4488,Reliance Retail
PROD01092,Puma Dumbbell,Sports,Dumbbell,9913,Flipkart Seller
PROD01093,Prestige Perfume,Beauty,Perfume,4642,Amazon Seller
PROD01094,Amul Perfume,Beauty,Perfume,1890,Godrej Consumer
PROD01095,Bajaj Pressure Cooker,Home & Kitchen,Pressure Cooker,33202,DMart
PROD01096,Nike Women Dress,Fashion,Women Dress,1993,DMart
PROD01097,OnePlus Women Dress,Fashion,Women Dress,3216,Amazon Seller
PROD01098,Samsung Rice,Grocery,Rice,371,Tata Consumer
PROD01099,Apple Academic Book,Books,Academic Book,323,Tata Consumer
PROD01100,Boat LED Lamp,Home & Kitchen,LED Lamp,32766,Godrej Consumer
PROD01101,HP Tea Powder,Grocery,Tea Powder,799,ITC Limited
PROD01102,Puma Sofa,Home & Kitchen,Sofa,49663,Godrej Consumer
PROD01103,Lenovo Men T-Shirt,Fashion,Men T-Shirt,6847,Vijay Sales
PROD01104,Lenovo Face Wash,Beauty,Face Wash,2944,Vijay Sales
PROD01105,Dell Cooking Oil,Grocery,Cooking Oil,543,ITC Limited
PROD01106,Tata Perfume,Beauty,Perfume,196,DMart
PROD01107,Boat Face Wash,Beauty,Face Wash,3062,Godrej Consumer
PROD01108,Sony Tea Powder,Grocery,Tea Powder,2296,BigBasket
PROD01109,HP Jeans,Fashion,Jeans,5322,Croma
PROD01110,HP Pressure Cooker,Home & Kitchen,Pressure Cooker,28283,DMart
PROD01111,Amul Perfume,Beauty,Perfume,3381,BigBasket
PROD01112,Mi Shampoo,Beauty,Shampoo,1174,Godrej Consumer
PROD01113,Samsung Football,Sports,Football,24119,BigBasket
PROD01114,Apple Cooking Oil,Grocery,Cooking Oil,1820,Vijay Sales
PROD01115,LG Women Dress,Fashion,Women Dress,4174,Reliance Retail
PROD01116,HP Shoes,Fashion,Shoes,1401,ITC Limited
PROD01117,HP Biography,Books,Biography,1378,BigBasket
PROD01118,Aashirvaad Academic Book,Books,Academic Book,555,Amazon Seller
PROD01119,Nike Laptop,Electronics,Laptop,129921,Flipkart Seller
PROD01120,Nike Perfume,Beauty,Perfume,3057,Croma
PROD01121,Amul Biography,Books,Biography,231,Vijay Sales
PROD01122,OnePlus Smart Watch,Electronics,Smart Watch,57155,Godrej Consumer
PROD01123,Adidas Novel,Books,Novel,1604,Croma
PROD01124,Dell Badminton Racket,Sports,Badminton Racket,29651,Flipkart Seller
PROD01125,Dell Perfume,Beauty,Perfume,1286,Amazon Seller
PROD01126,Godrej Dumbbell,Sports,Dumbbell,21185,Godrej Consumer
PROD01127,Prestige Children Book,Books,Children Book,474,Amazon Seller
PROD01128,Boat Pressure Cooker,Home & Kitchen,Pressure Cooker,21266,BigBasket
PROD01129,OnePlus Dumbbell,Sports,Dumbbell,21623,Vijay Sales
PROD01130,Amul Sofa,Home & Kitchen,Sofa,49514,Godrej Consumer
PROD01131,Godrej Children Book,Books,Children Book,835,Amazon Seller
PROD01132,LG Rice,Grocery,Rice,1011,BigBasket
PROD01133,Bajaj Cricket Bat,Sports,Cricket Bat,5969,Vijay Sales
PROD01134,Prestige Mobile,Electronics,Mobile,129042,ITC Limited
PROD01135,Aashirvaad Mobile,Electronics,Mobile,142358,Flipkart Seller
PROD01136,OnePlus Smart Watch,Electronics,Smart Watch,45704,Flipkart Seller
PROD01137,Adidas Badminton Racket,Sports,Badminton Racket,8015,DMart
PROD01138,Dell Dumbbell,Sports,Dumbbell,21028,Amazon Seller
PROD01139,Sony Handbag,Fashion,Handbag,534,Reliance Retail
PROD01140,Boat Dumbbell,Sports,Dumbbell,28819,Tata Consumer
PROD01141,Apple Perfume,Beauty,Perfume,3744,Amazon Seller
PROD01142,Mi Football,Sports,Football,20081,Tata Consumer
PROD01143,Lenovo Badminton Racket,Sports,Badminton Racket,21464,ITC Limited
PROD01144,,Home & Kitchen,Dining Table,35867,DMart
PROD01145,Dell Rice,Grocery,Rice,1311,Croma
PROD01146,LG Perfume,Beauty,Perfume,2586,Reliance Retail
PROD01147,LG Television,Electronics,Television,95147,BigBasket
PROD01148,HP Face Wash,Beauty,Face Wash,4008,BigBasket
PROD01149,Adidas Headphones,Electronics,Headphones,65611,Reliance Retail
PROD01150,Bajaj Biography,Books,Biography,1836,ITC Limited
PROD01151,Puma Lipstick,Beauty,Lipstick,1437,Vijay Sales
PROD01152,Puma Biscuits,Grocery,Biscuits,1127,Flipkart Seller
PROD01153,Lenovo Shampoo,Beauty,Shampoo,2327,BigBasket
PROD01154,Godrej Dumbbell,Sports,Dumbbell,6660,Flipkart Seller
PROD01155,Adidas Women Dress,Fashion,Women Dress,1204,Tata Consumer
PROD01156,Nike Children Book,Books,Children Book,2165,DMart
PROD01157,LG Mixer Grinder,Home & Kitchen,Mixer Grinder,3752,ITC Limited
PROD01158,Samsung Laptop,Electronics,Laptop,78954,BigBasket
PROD01159,Tata Shoes,Fashion,Shoes,2207,Flipkart Seller
PROD01160,HP Men T-Shirt,Fashion,Men T-Shirt,2079,Croma
PROD01161,HP Perfume,Beauty,Perfume,3142,Tata Consumer
PROD01162,Boat Cricket Bat,Sports,Cricket Bat,3128,Amazon Seller
PROD05575,Aashirvaad Smart Watch,Electronics,Smart Watch,23713,ITC Limited
PROD01164,Bajaj Shampoo,Beauty,Shampoo,2148,Vijay Sales
PROD01165,Samsung Rice,Grocery,Rice,2977,DMart
PROD01166,Puma Lipstick,Beauty,Lipstick,374,DMart
PROD01167,Lenovo Face Wash,Beauty,Face Wash,1807,Tata Consumer
PROD01168,Boat Perfume,Beauty,Perfume,1399,Reliance Retail
PROD01169,Nike Cricket Bat,Sports,Cricket Bat,16268,BigBasket
PROD01170,Reliance Jeans,Fashion,Jeans,7375,DMart
PROD01171,Godrej Laptop,Electronics,Laptop,90069,Reliance Retail
PROD01172,Mi Jeans,Fashion,Jeans,1280,Vijay Sales
PROD01173,Tata Cooking Oil,Grocery,Cooking Oil,222,Godrej Consumer
PROD01174,OnePlus Biscuits,Grocery,Biscuits,684,Croma
PROD01175,Puma Rice,Grocery,Rice,695,Tata Consumer
PROD01176,Boat Television,Electronics,Television,20742,Reliance Retail
PROD01177,Apple Pressure Cooker,Home & Kitchen,Pressure Cooker,7538,Amazon Seller
PROD01178,Boat Shampoo,Beauty,Shampoo,4674,Croma
PROD01179,Bajaj Biscuits,Grocery,Biscuits,137,Vijay Sales
PROD01180,Nike Pressure Cooker,Home & Kitchen,Pressure Cooker,3087,Tata Consumer
PROD01181,Apple Badminton Racket,Sports,Badminton Racket,10157,ITC Limited
PROD01182,Bajaj Badminton Racket,Sports,Badminton Racket,19069,Amazon Seller
PROD01183,Boat Biography,Books,Biography,2068,BigBasket
PROD01184,Apple Spices,Grocery,Spices,706,Flipkart Seller
PROD01185,Dell Novel,Books,Novel,1361,BigBasket
PROD01186,Dell Biography,Books,Biography,152,ITC Limited
PROD01187,Tata Shampoo,Beauty,Shampoo,3082,Godrej Consumer
PROD01188,Prestige Jeans,Fashion,Jeans,5692,ITC Limited
PROD01189,Bajaj Biscuits,Grocery,Biscuits,2196,Tata Consumer
PROD05141,LG Spices,Grocery,Spices,2561,BigBasket
PROD01191,Boat Sofa,Home & Kitchen,Sofa,7739,Flipkart Seller
PROD01192,Reliance Academic Book,Books,Academic Book,681,Amazon Seller
PROD01193,Bajaj Rice,Grocery,Rice,488,Tata Consumer
PROD01194,Reliance Men T-Shirt,Fashion,Men T-Shirt,4977,Vijay Sales
PROD01195,Lenovo Badminton Racket,Sports,Badminton Racket,20946,Godrej Consumer
PROD01196,Amul Mixer Grinder,Home & Kitchen,Mixer Grinder,14965,Godrej Consumer
PROD01197,Tata Cricket Bat,Sports,Cricket Bat,7339,Tata Consumer
PROD01198,Dell Rice,Grocery,Rice,2667,Reliance Retail
PROD01199,Godrej LED Lamp,Home & Kitchen,LED Lamp,24687,Reliance Retail
PROD01200,Nike Spices,Grocery,Spices,2216,Reliance Retail
PROD01201,Adidas Cricket Bat,Sports,Cricket Bat,3053,DMart
PROD01202,Samsung Academic Book,Books,Academic Book,1096,ITC Limited
PROD01203,Bajaj Shampoo,Beauty,Shampoo,4410,DMart
PROD01204,Apple Novel,Books,Novel,2436,Vijay Sales
PROD01205,Mi Cricket Bat,Sports,Cricket Bat,12229,Tata Consumer
PROD01206,Samsung Badminton Racket,Sports,Badminton Racket,5966,Amazon Seller
PROD01207,Lenovo Children Book,Books,Children Book,1532,Amazon Seller
PROD01208,Amul Children Book,Books,Children Book,1440,ITC Limited
PROD01209,Godrej Dining Table,Home & Kitchen,Dining Table,42000,Vijay Sales
PROD01210,OnePlus Tea Powder,Grocery,Tea Powder,1035,Godrej Consumer
PROD01211,Aashirvaad Novel,Books,Novel,2403,BigBasket
PROD01212,Dell Sofa,Home & Kitchen,Sofa,26523,Reliance Retail
PROD01213,Adidas Cricket Bat,Sports,Cricket Bat,20021,Reliance Retail
PROD01214,Adidas Novel,Books,Novel,176,BigBasket
PROD01215,Boat Women Dress,Fashion,Women Dress,477,BigBasket
PROD01216,Samsung Novel,Books,Novel,304,Tata Consumer
PROD01217,LG Pressure Cooker,Home & Kitchen,Pressure Cooker,17866,Croma
PROD01218,Puma Novel,Books,Novel,1199,BigBasket
PROD01219,Aashirvaad Television,Electronics,Television,61999,Flipkart Seller
PROD01220,HP Dumbbell,Sports,Dumbbell,6165,Tata Consumer
PROD01221,Samsung Spices,Grocery,Spices,2488,BigBasket
PROD01222,Aashirvaad Television,Electronics,Television,25572,Reliance Retail
PROD01223,Amul Tea Powder,Grocery,Tea Powder,1828,Vijay Sales
PROD01224,Puma Rice,Grocery,Rice,2723,Godrej Consumer
PROD01225,Reliance Headphones,Electronics,Headphones,84897,ITC Limited
PROD01226,Apple Smart Watch,Electronics,Smart Watch,44211,Croma
PROD01227,LG Novel,Books,Novel,356,Vijay Sales
PROD01228,Puma Face Wash,Beauty,Face Wash,3638,BigBasket
PROD01229,LG Biscuits,Grocery,Biscuits,591,Croma
PROD01230,Mi Headphones,Electronics,Headphones,17926,ITC Limited
PROD01231,Prestige Perfume,Beauty,Perfume,3364,ITC Limited
PROD01232,LG Shampoo,Beauty,Shampoo,4039,ITC Limited
PROD01233,Aashirvaad Shoes,Fashion,Shoes,5643,Godrej Consumer
PROD01234,OnePlus Handbag,Fashion,Handbag,6326,ITC Limited
PROD01235,Prestige Women Dress,Fashion,Women Dress,2481,Vijay Sales
PROD01236,Prestige LED Lamp,Home & Kitchen,LED Lamp,7874,Vijay Sales
PROD01237,Amul Perfume,Beauty,Perfume,1660,Croma
PROD01238,Tata LED Lamp,Home & Kitchen,LED Lamp,20476,Amazon Seller
PROD01239,Dell LED Lamp,Home & Kitchen,LED Lamp,41340,Amazon Seller
PROD01240,Puma Face Wash,Beauty,Face Wash,1735,Croma
PROD01241,Samsung Men T-Shirt,Fashion,Men T-Shirt,6358,Reliance Retail
PROD01242,LG Handbag,Fashion,Handbag,7416,BigBasket
PROD01243,Samsung Smart Watch,Electronics,Smart Watch,84984,Tata Consumer
PROD01244,Boat Face Wash,Beauty,Face Wash,1812,ITC Limited
PROD01245,Apple Women Dress,Fashion,Women Dress,4586,BigBasket
PROD01246,OnePlus Children Book,Books,Children Book,728,Reliance Retail
PROD01247,Nike Face Wash,Beauty,Face Wash,1495,Reliance Retail
PROD01248,OnePlus Pressure Cooker,Home & Kitchen,Pressure Cooker,18278,Reliance Retail
PROD01249,Prestige Face Wash,Beauty,Face Wash,3283,BigBasket
PROD01250,Samsung Dumbbell,Sports,Dumbbell,1125,BigBasket
PROD01251,Puma Biscuits,Grocery,Biscuits,1609,ITC Limited
PROD01252,Boat Cricket Bat,Sports,Cricket Bat,16381,Godrej Consumer
PROD01253,Sony Academic Book,Books,Academic Book,964,ITC Limited
PROD01254,Reliance Face Wash,Beauty,Face Wash,2126,ITC Limited
PROD01255,HP Dining Table,Home & Kitchen,Dining Table,26281,Amazon Seller
PROD01256,Amul Smart Watch,Electronics,Smart Watch,98160,BigBasket
PROD01257,Nike Handbag,Fashion,Handbag,6951,Reliance Retail
PROD01258,Aashirvaad Dumbbell,Sports,Dumbbell,29676,Reliance Retail
PROD01259,Puma Biography,Books,Biography,771,Croma
PROD01260,Prestige Shampoo,Beauty,Shampoo,3231,ITC Limited
PROD01261,Godrej Football,Sports,Football,8376,Godrej Consumer
PROD01262,Adidas Shoes,Fashion,Shoes,7752,Godrej Consumer
PROD01263,Apple Sofa,Home & Kitchen,Sofa,9135,DMart
PROD01264,Mi Football,Sports,Football,18239,DMart
PROD01265,Adidas Cooking Oil,Grocery,Cooking Oil,2870,ITC Limited
PROD01266,LG Shoes,Fashion,Shoes,5675,Godrej Consumer
PROD01267,Prestige Jeans,Fashion,Jeans,4865,ITC Limited
